Sample,MLST,spa_Type,SCCmec_Type,MRSA_Status,Critical_AMR_Genes,High_Risk_AMR_Genes,Total_AMR_Genes,VFDB_Genes
064234_64,ST772,t657,SCCmec_type_V(5C2),MRSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaG;essA;essB;esxA;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sbi;scn;sdrC;sdrD;sdrE;sea;sec;sell;set16;set17;set18;set19;set20;set22;set23;set24;set25;spa;srtB;sspA;sspB;sspC;vWbp;selX;sei;sem;seu;seo;sen;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064235_65,ST121,t314,SCCmec_type_IV(2B),MRSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8H;cap8I;cap8J;cap8K;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;eap/map;esaA;esaB;esaD;esaE;esaG;essA;essB;essC;esxA;esxB;esxC;esxD;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sak;sbi;scn;sdrC;sdrE;seb;set16;set17;set18;set19;set20;set21;set22;set23;set24;set25;srtB;sspA;sspB;sspC;vWbp;selX;sei;sem;seu;seo;sen;sea;selZ;sel27;sel28;sec2;sel;sel26;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064236_66,ST772,t657,SCCmec_type_V(5C2),MRSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaG;essA;essB;esxA;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sbi;scn;sdrC;sdrD;sdrE;sea;set16;set17;set18;set19;set20;set22;set23;set24;set25;spa;srtB;sspA;sspB;sspC;vWbp;selX;sei;sem;seu;seo;sen;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064237_67,ST15,t084,Not Assigned,MSSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8H;cap8I;cap8J;cap8K;cap8L;cap8M;cap8O;cap8P;capA;capN;chp;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaG;essA;essB;essC;esxA;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sbi;scn;sdrC;sdrD;sdrE;sea;set16;set17;set18;set19;set20;set21;set22;set23;set24;set25;set26;srtB;sspA;sspB;sspC;selX;sei;sem;seu;seo;sen;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064238_68,ST772,t657,SCCmec_type_V(5C2),MRSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaG;essA;essB;esxA;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sbi;scn;sdrC;sdrD;sdrE;sea;sec;sell;set16;set17;set18;set19;set20;set22;set23;set24;set25;spa;srtB;sspA;sspB;sspC;vWbp;selX;sei;sem;seu;seo;sen;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064239_69,ST15,t853,Not Assigned,MSSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8H;cap8I;cap8J;cap8K;cap8L;cap8M;cap8O;cap8P;capA;capN;chp;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaG;essA;essB;essC;esxA;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;sbi;scn;sdrC;sdrE;set16;set17;set18;set19;set20;set21;set22;set23;set24;set25;set26;spa;srtB;sspA;sspB;sspC;lukS-PV;selX;sei;sem;seu;seo;sen;sea;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064240_70,ST508,t630,Not Assigned,MSSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8H;cap8I;cap8J;cap8K;cap8L;cap8M;cap8O;cap8P;capA;capN;chp;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaD;esaE;esaG;essA;essB;essC;esxA;esxB;esxC;esxD;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;sak;sbi;scn;sdrC;sdrE;set16;set17;set20;set22;set24;set25;spa;srtB;sspA;sspB;sspC;vWbp;lukF-PV;lukS-PV;selX;sei;sem;seu;seo;sen;sea;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064241_71,ST669,t20568,Not Assigned,MSSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;chp;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaD;esaE;esaG;essA;essB;essC;esxA;esxB;esxC;esxD;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;sak;sbi;scn;sdrC;sdrE;selk;selq;set16;set17;set18;set19;set20;set22;set23;set24;set25;spa;srtB;sspA;sspB;sspC;lukS-PV;selX;sei;sem;seu;seo;sen;sea;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064242_72,ST121,t2304,Not Assigned,MSSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8H;cap8I;cap8J;cap8K;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;eap/map;esaA;esaB;esaD;esaE;esaG;essA;essB;essC;esxA;esxB;esxC;esxD;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sak;sbi;scn;sdrC;sdrE;seb;selk;selq;set16;set17;set18;set19;set20;set21;set22;set23;set24;set25;srtB;sspA;sspB;sspC;vWbp;selX;sei;sem;seu;seo;sen;sea;selZ;sel27;sel28;sec2;sel;sel26;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064243_73,ST30,t318,Not Assigned,MSSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8H;cap8I;cap8J;cap8K;cap8L;cap8M;cap8O;cap8P;capA;capN;chp;clfA;clfB;eap/map;ebp;esaA;esaB;esaG;essA;essB;esxA;fnbA;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sak;sbi;scn;sdrC;sdrD;sdrE;set16;set17;set20;set22;set24;set25;set26;spa;srtB;sspA;sspB;sspC;vWbp;selX;sei;sem;seu;seo;sen;sea;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064244_74,ST772,t657,SCCmec_type_V(5C2),MRSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaG;essA;essB;esxA;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sbi;scn;sdrC;sdrD;sdrE;sea;sec;sell;set16;set17;set18;set19;set20;set22;set23;set24;set25;spa;srtB;sspA;sspB;sspC;vWbp;selX;sei;sem;seu;seo;sen;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064245_75,ST121,t2304,Not Assigned,MSSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8H;cap8I;cap8J;cap8K;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;eap/map;esaA;esaB;esaD;esaE;esaG;essA;essB;essC;esxA;esxB;esxC;esxD;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sak;sbi;scn;sdrC;sdrE;seb;set16;set17;set18;set19;set20;set21;set22;set23;set24;set25;srtB;sspA;sspB;sspC;vWbp;selX;sei;sem;seu;seo;sen;sea;selZ;sel27;sel28;sec2;sel;sel26;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064246_76,ST152,t355,Not Assigned,MSSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;ebp;esaA;esaB;esaD;esaE;esaG;essA;essB;essC;esxA;esxB;esxC;esxD;fnbA;fnbB;geh;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sak;sbi;scn;sdrD;sdrE;set16;set17;set20;set22;set25;spa;srtB;sspA;sspB;sspC;selX;sei;sem;seu;seo;sen;sea;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064247_77,ST772,t657,SCCmec_type_V(5C2),MRSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaG;essA;essB;esxA;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sbi;scn;sdrC;sdrD;sdrE;sea;sec;sell;set16;set17;set18;set19;set20;set22;set23;set24;set25;spa;srtB;sspA;sspB;sspC;vWbp;selX;sei;sem;seu;seo;sen;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064248_78,ST772,t657,SCCmec_type_V(5C2),MRSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaG;essA;essB;esxA;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sbi;scn;sdrC;sdrD;sdrE;sea;sec;sell;set16;set17;set18;set19;set20;set22;set23;set24;set25;spa;srtB;sspA;sspB;sspC;vWbp;selX;sei;sem;seu;seo;sen;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064249_79,ST772,t657,SCCmec_type_V(5C2),MRSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaG;essA;essB;esxA;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sbi;scn;sdrC;sdrD;sdrE;sea;sec;sell;set16;set17;set18;set19;set20;set22;set23;set24;set25;spa;srtB;sspA;sspB;sspC;vWbp;selX;sei;sem;seu;seo;sen;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064250_80,ST152,t4690,SCCmec_type_V(5C2&5),MRSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;ebp;esaA;esaB;esaD;esaE;esaG;essA;essB;essC;esxA;esxB;esxC;esxD;ete;fnbA;fnbB;geh;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sak;sbi;scn;sdrD;sdrE;set16;set17;set20;set22;set25;spa;srtB;sspA;sspB;sspC;selX;sei;sem;seu;seo;sen;sea;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064251_81,ST772,t657,SCCmec_type_V(5C2),MRSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaG;essA;essB;esxA;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sbi;scn;sdrC;sdrD;sdrE;sea;sec;sell;set16;set17;set18;set19;set20;set22;set23;set24;set25;spa;srtB;sspA;sspB;sspC;vWbp;selX;sei;sem;seu;seo;sen;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064252_82,ST772,t657,SCCmec_type_V(5C2),MRSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaG;essA;essB;esxA;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sbi;scn;sdrC;sdrD;sdrE;sea;sec;sell;set16;set17;set18;set19;set20;set22;set23;set24;set25;spa;srtB;sspA;sspB;sspC;vWbp;selX;sei;sem;seu;seo;sen;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064253_83,Not typed,t355,Not Assigned,MSSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;ebp;esaA;esaB;esaD;esaE;esaG;essA;essB;essC;esxA;esxB;esxC;esxD;ete;fnbA;fnbB;geh;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sak;sbi;scn;sdrD;sdrE;set16;set17;set20;set22;set25;spa;srtB;sspA;sspB;sspC;selX;sei;sem;seu;seo;sen;sea;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064254_84,ST772,t657,SCCmec_type_V(5C2),MRSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;ebp;esaA;esaB;esaG;essA;essB;esxA;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;sbi;scn;sdrC;sdrD;sdrE;set16;set17;set18;set19;set20;set22;set23;set24;set25;spa;srtB;sspA;sspB;sspC;vWbp;lukF-PV;lukS-PV;selX;sei;sem;seu;seo;sen;sea;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064255_85,ST152,t355,Not Assigned,MSSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;ebp;esaA;esaB;esaD;esaE;esaG;essA;essB;essC;esxA;esxB;esxC;esxD;fnbA;fnbB;geh;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sak;sbi;scn;sdrD;sdrE;set16;set17;set20;set22;set25;spa;srtB;sspA;sspB;sspC;selX;sei;sem;seu;seo;sen;sea;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064256_86,ST152,t4690,SCCmec_type_V(5C2&5),MRSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;ebp;esaA;esaB;esaD;esaE;esaG;essA;essB;essC;esxA;esxB;esxC;esxD;ete;fnbA;fnbB;geh;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sak;sbi;scn;sdrD;sdrE;set16;set17;set20;set22;set25;spa;srtB;sspA;sspB;sspC;selX;sei;sem;seu;seo;sen;sea;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064257_87,ST789,t091,SCCmec_type_V(5C2&5),MRSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8H;cap8I;cap8J;cap8K;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaD;esaE;esaG;essA;essB;essC;esxA;esxB;esxC;esxD;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;sak;sbi;scn;sdrC;sdrD;sdrE;sea;set16;set17;set18;set19;set20;set21;set22;set23;set24;set25;srtB;sspA;sspB;sspC;lukS-PV;selX;sei;sem;seu;seo;sen;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064258_88,ST508,t630,Not Assigned,MSSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8H;cap8I;cap8J;cap8K;cap8L;cap8M;cap8O;cap8P;capA;capN;chp;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaD;esaE;esaG;essA;essB;essC;esxA;esxB;esxC;esxD;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;sak;sbi;scn;sdrC;sdrE;set16;set17;set20;set22;set24;set25;spa;srtB;sspA;sspB;sspC;vWbp;lukF-PV;lukS-PV;selX;sei;sem;seu;seo;sen;sea;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064259_89,ST772,t657,SCCmec_type_V(5C2),MRSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaG;essA;essB;esxA;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;sbi;scn;sdrC;sdrD;sdrE;set16;set17;set18;set19;set20;set22;set23;set24;set25;spa;srtB;sspA;sspB;sspC;vWbp;lukF-PV;lukS-PV;selX;sei;sem;seu;seo;sen;sea;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064260_90,ST8,t9582,Not Assigned,MSSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;eap/map;ebp;esaA;esaB;esaD;esaE;esaG;essA;essB;essC;esxA;esxB;esxC;esxD;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;sak;sbi;scn;sdrC;sdrD;sdrE;sea;set16;set17;set18;set20;set21;set22;set23;set24;set25;spa;srtB;sspA;sspB;sspC;vWbp;lukS-PV;selX;sei;sem;seu;seo;sen;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064261_91,ST772,t657,SCCmec_type_V(5C2),MRSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaG;essA;essB;esxA;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sbi;scn;sdrC;sdrD;sdrE;sea;sec;sell;set16;set17;set18;set19;set20;set22;set23;set24;set25;spa;srtB;sspA;sspB;sspC;vWbp;selX;sei;sem;seu;seo;sen;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064262_92,ST772,t657,SCCmec_type_V(5C2),MRSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;ebp;esaA;esaB;esaG;essA;essB;esxA;fliQ;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sbi;scn;sdrC;sdrD;sdrE;sea;sec;sell;set16;set17;set18;set19;set20;set22;set23;set24;set25;spa;srtB;sspA;sspB;sspC;vWbp;selX;sei;sem;seu;seo;sen;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064263_93,ST94,t723,Not Assigned,MSSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaD;esaE;esaG;essA;essB;essC;esxA;esxB;esxC;esxD;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;sbi;sdrC;sdrD;sdrE;set16;set17;set18;set19;set20;set21;set22;set23;set24;set25;spa;srtB;sspA;sspB;sspC;vWbp;lukS-PV;selX;sei;sem;seu;seo;sen;sea;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064264_94,ST772,t345,SCCmec_type_V(5C2),MRSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaG;essA;essB;esxA;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sbi;scn;sdrC;sdrD;sdrE;sea;sec;sell;set16;set17;set18;set19;set20;set22;set23;set24;set25;spa;srtB;sspA;sspB;sspC;vWbp;selX;sei;sem;seu;seo;sen;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064265_95,ST789,t091,SCCmec_type_V(5C2&5),MRSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8H;cap8I;cap8J;cap8K;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaD;esaE;esaG;essA;essB;essC;esxA;esxB;esxC;esxD;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;sak;sbi;scn;sdrC;sdrD;sdrE;sea;set16;set17;set18;set19;set20;set21;set22;set23;set24;set25;srtB;sspA;sspB;sspC;lukS-PV;selX;sei;sem;seu;seo;sen;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064266_96,ST152,t355,Not Assigned,MSSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;ebp;esaA;esaB;esaD;esaE;esaG;essA;essB;essC;esxA;esxB;esxC;esxD;fnbA;fnbB;geh;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sak;sbi;scn;sdrD;sdrE;set16;set17;set20;set22;set25;spa;srtB;sspA;sspB;sspC;selX;sei;sem;seu;seo;sen;sea;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
